352934	289114
289141	289114
352935	289114
508282	289114
352919	289114
352917	289114
508283	289114
352906	289114
352991	289114
352935	289141
352934	289141
352991	289141
508283	289141
352917	289141
508282	289141
352919	289141
353931	289141
289231	289227
289248	289227
353026	289227
352991	289227
353057	289227
289276	289227
353037	289227
353090	289227
353026	289231
289248	289231
353057	289231
353037	289231
289276	289231
352991	289231
353959	289231
289276	289248
353057	289248
353026	289248
353090	289248
353959	289248
352991	289248
353090	289276
353057	289276
353108	289276
353959	289276
353026	289276
353137	289343
353139	289343
353176	289343
353108	289343
353109	289343
353182	289343
289395	289343
353090	289343
353154	289343
290302	289343
353176	289395
353192	289395
290302	289395
353182	289395
353154	289395
353195	289395
353139	289395
353992	289395
353209	289395
353137	289395
353291	289510
353239	289510
353290	289510
353257	289510
289570	289510
353282	289510
353209	289510
353241	289510
353291	289570
353290	289570
290337	289570
353324	289570
353282	289570
289630	289570
353307	289570
353368	289570
290337	289630
353324	289630
289663	289630
353368	289630
353377	289630
353307	289630
353393	289630
353377	289663
353368	289663
353393	289663
290337	289663
353324	289663
353307	289663
354031	289663
353436	289707
354031	289707
353402	289707
290351	289707
354035	289707
289784	289707
353393	289707
353464	289707
353377	289707
353472	289784
353464	289784
289807	289784
290351	289784
289825	289784
353484	289784
353436	289784
354035	289784
353483	289784
354031	289784
289825	289807
290351	289807
353472	289807
353483	289807
290364	289807
353464	289807
353484	289807
353483	289825
290364	289825
353472	289825
290351	289825
353484	289825
353464	289825
289918	289876
353533	289876
353483	289876
289920	289876
290364	289876
290381	289876
353582	289876
353503	289876
290381	289918
289920	289918
353582	289918
289973	289918
353533	289918
353610	289918
354061	289918
353582	289920
290381	289920
353533	289920
354061	289920
353553	289920
289973	289920
353610	289973
290381	289973
353629	289973
289996	289973
354061	289973
353661	289973
353582	289973
353629	289996
353664	289996
353658	289996
353661	289996
353656	289996
353610	289996
353670	289996
353675	289996
353615	289996
354061	289996
290046	290045
353675	290045
353670	290045
353707	290045
353658	290045
290060	290045
353664	290045
353710	290045
353661	290045
353675	290046
290060	290046
353710	290046
353707	290046
353658	290046
353670	290046
353661	290046
353710	290060
353754	290060
353675	290060
353707	290060
290085	290060
353729	290060
353754	290085
353710	290085
353776	290085
290104	290085
353767	290085
353729	290085
353795	290085
353754	290104
353795	290104
353776	290104
290142	290104
353767	290104
353710	290104
353839	290104
353795	290142
353839	290142
353776	290142
353841	290142
353828	290142
290182	290142
290181	290142
290182	290181
353839	290181
290432	290181
710617	290181
353841	290181
711763	290181
290202	290181
353839	290182
290432	290182
710617	290182
353841	290182
711763	290182
290202	290182
707116	290202
353881	290202
711763	290202
710617	290202
290432	290202
710654	290202
710623	290202
710644	290202
710664	290202
508273	290233
352906	290233
508261	290233
352917	290233
352919	290233
508282	290233
508283	290233
352934	290233
353182	290302
353209	290302
353176	290302
353192	290302
353992	290302
353195	290302
353239	290302
353324	290337
353307	290337
353368	290337
353291	290337
353290	290337
353377	290337
354031	290351
353472	290351
353436	290351
353464	290351
353393	290351
353483	290364
353472	290364
353503	290364
353484	290364
354046	290364
353464	290364
353533	290364
353582	290381
353610	290381
354061	290381
353533	290381
711763	290432
710617	290432
710654	290432
707116	290432
353839	290432
585015	324291
324296	324291
324292	324291
585037	324291
585059	324291
585042	324291
324309	324291
324322	324291
585015	324292
585042	324292
324309	324292
585059	324292
324296	324292
585069	324292
324325	324292
585059	324296
324322	324296
585294	324296
585070	324296
324309	324296
585037	324296
585015	324296
585042	324296
508255	324302
352911	324302
324306	324302
508205	324302
585037	324302
352897	324302
508213	324302
324330	324302
508231	324302
585035	324302
352911	324306
324330	324306
352897	324306
585080	324306
324334	324306
324340	324306
508255	324306
585037	324306
508231	324306
585069	324309
324325	324309
585059	324309
585070	324309
585077	324309
585294	324309
585078	324309
324322	324309
585042	324309
585015	324309
585294	324322
585059	324322
585070	324322
325095	324322
324325	324322
585078	324322
324355	324322
585015	324322
585070	324325
585069	324325
585078	324325
585059	324325
585294	324325
585077	324325
325095	324325
585083	324325
324360	324325
585042	324325
324339	324327
585065	324327
352932	324327
324334	324327
324346	324327
352963	324327
352925	324327
508312	324327
352897	324327
585052	324327
324340	324330
585080	324330
352911	324330
508312	324330
352970	324330
324334	324330
324355	324330
508312	324334
324339	324334
585080	324334
352963	324334
585065	324334
352897	324334
324340	324334
352932	324334
352970	324334
352963	324339
324346	324339
352932	324339
508312	324339
585065	324339
352951	324339
324363	324339
324364	324339
352925	324339
352928	324339
585080	324340
352970	324340
508312	324340
324365	324340
352911	324340
324355	324340
352951	324346
352963	324346
352932	324346
324364	324346
324363	324346
352925	324346
352928	324346
585065	324346
352952	324346
585078	324353
585083	324353
324369	324353
325095	324353
324360	324353
324362	324353
585077	324353
585070	324353
324355	324353
324362	324355
325095	324355
585294	324355
352970	324355
324408	324355
324369	324360
585083	324360
585077	324360
585078	324360
325095	324360
585069	324360
324362	324360
325095	324362
324369	324362
585078	324362
585294	324362
585083	324362
324408	324362
353938	324363
324364	324363
352963	324363
324365	324363
353000	324363
324394	324363
508312	324363
352951	324363
352970	324363
325110	324363
353000	324364
352963	324364
352951	324364
353938	324364
324394	324364
324365	324364
353035	324364
352952	324364
353938	324365
508312	324365
352963	324365
352970	324365
585080	324365
324394	324365
353000	324365
325110	324365
585083	324369
585078	324369
585077	324369
325095	324369
585070	324369
324427	324369
353000	324394
353938	324394
325110	324394
353035	324394
353954	324394
325111	324394
324433	324394
324441	324408
324450	324408
325111	324408
353072	324408
324427	324408
325110	324408
324441	324427
324452	324427
324449	324427
325122	324427
325121	324427
324462	324427
353091	324433
353072	324433
353954	324433
324439	324433
325111	324433
325110	324433
353053	324433
353091	324439
353148	324439
353072	324439
353954	324439
353053	324439
353121	324439
353120	324439
324452	324441
325121	324441
324450	324441
324462	324441
325122	324441
324474	324441
324449	324441
324452	324449
325122	324449
324474	324449
324462	324449
325121	324449
324450	324449
325121	324450
324464	324450
324462	324450
324476	324450
353120	324450
324474	324450
324452	324450
325122	324450
325122	324452
324474	324452
324462	324452
325121	324452
325121	324462
324474	324462
325122	324462
324476	324462
324464	324462
